target_r,stage,prefix,J_k,D_k,R_k
1.0,linear,59,2.616809307348874e-13,3.310696304052012e-14,7.904105562766723
1.0,linear,60,2.6871812639781383e-13,3.369193929047624e-14,7.975739362494128
1.0,linear,61,2.757836917662237e-13,3.4276934122490506e-14,8.04575143099717
1.0,linear,62,2.828851268637153e-13,3.4861887524495785e-14,8.11445239919799
1.0,linear,63,2.9000616642720333e-13,3.544698232469122e-14,8.181406354165004
1.0,linear,64,2.971554763967262e-13,3.603216716432855e-14,8.246949872360352
1.0,bf16,1,4.485256589596764e-16,4.485256589596764e-16,1.0
1.0,bf16,2,7.631183391092184e-16,9.090092508007505e-16,0.8395055808694839
1.0,bf16,3,1.1638209999898374e-15,1.3746780528831092e-15,0.8466135016478645
1.0,bf16,4,1.7456783184258518e-15,1.8571752771696842e-15,0.9399642241018022
1.0,bf16,5,2.4911056209739296e-15,2.3499140045248486e-15,1.0600837376079342
1.0,bf16,6,3.4094834152009798e-15,2.8516467671550594e-15,1.195619125927874
1.0,bf16,7,4.509312262066464e-15,3.361202180877404e-15,1.3415772153549415
1.0,bf16,8,5.796779214022471e-15,3.8782139758222664e-15,1.4947032964557936
1.0,bf16,9,7.274954782578469e-15,4.401839559650129e-15,1.6527078472520937
1.0,bf16,10,8.949647487988942e-15,4.9316933260436855e-15,1.8147210088524603
1.0,bf16,11,1.0819461475373475e-14,5.466908224243388e-15,1.9790823316538977
1.0,bf16,12,1.288554135522461e-14,6.0070768994490126e-15,2.145060163356076
1.0,bf16,13,1.5146886467585373e-14,6.5515360305329614e-15,2.3119595766541465
1.0,bf16,14,1.7602776028624933e-14,7.100091015429199e-15,2.4792324479182537
1.0,bf16,15,2.0247891464189858e-14,7.651979348211612e-15,2.6460985508177184
1.0,bf16,16,2.3085521697289573e-14,8.207326715042772e-15,2.81279428720406
1.0,bf16,17,2.610687995292177e-14,8.765572685474616e-15,2.9783427608995066
1.0,bf16,18,2.9310492213632075e-14,9.326462859265358e-15,3.1427233084956336
1.0,bf16,19,3.2689316028612005e-14,9.889669854283804e-15,3.3054001306678926
1.0,bf16,20,3.624396580581483e-14,1.0455201715243874e-14,3.4665965127167726
1.0,bf16,21,3.9964486534291295e-14,1.1022534183368608e-14,3.6257076521106972
1.0,bf16,22,4.3848403388184897e-14,1.1591509848656526e-14,3.7828034449944408
1.0,bf16,23,4.7893633904944735e-14,1.2162496331736216e-14,3.9378128139675947
1.0,bf16,24,5.208953765639934e-14,1.2734760505000453e-14,4.090342934674411
1.0,bf16,25,5.643294969622239e-14,1.330816182928613e-14,4.240476665382536
1.0,bf16,26,6.091936130047121e-14,1.3882756666053595e-14,4.388131461630564
1.0,bf16,27,6.55455961034019e-14,1.4458706084569062e-14,4.533296113775693
1.0,bf16,28,7.030503226508569e-14,1.5035207379440334e-14,4.6760267744110555
1.0,bf16,29,7.519187550061443e-14,1.561239294310599e-14,4.816165963451306
1.0,bf16,30,8.020599300574079e-14,1.6190925472146283e-14,4.953762102340689
1.0,bf16,31,8.533681473807806e-14,1.677003340740347e-14,5.088649060198318
1.0,bf16,32,9.058207607895344e-14,1.7349631413760076e-14,5.220979853618813
1.0,bf16,33,9.59375552883873e-14,1.7929909626368606e-14,5.350699322393506
1.0,bf16,34,1.0139724788136029e-13,1.8510703078684462e-14,5.477763186538374
1.0,bf16,35,1.0696253065245529e-13,1.9092044954070254e-14,5.602465891410539
1.0,bf16,36,1.1261881226684958e-13,1.9673655342792285e-14,5.724346101656653
1.0,bf16,37,1.1837039721061988e-13,2.0255621843273763e-14,5.843829339158346
1.0,bf16,38,1.2420909918653814e-13,2.0837810222223877e-14,5.9607558501548805
1.0,bf16,39,1.3013662644381032e-13,2.1420461961619355e-14,6.075341730583862
1.0,bf16,40,1.361436325718105e-13,2.2003702963625728e-14,6.187305509298559
1.0,bf16,41,1.4222393065077136e-13,2.2586923751378874e-14,6.296737537890212
1.0,bf16,42,1.4838316243058234e-13,2.3170348033236216e-14,6.404010946134139
1.0,bf16,43,1.5461433780084824e-13,2.375395366317067e-14,6.508993828701877
1.0,bf16,44,1.6090659815464707e-13,2.4337380184800426e-14,6.61150037238351
1.0,bf16,45,1.672682298666136e-13,2.4921180894930848e-14,6.7118902018257565
1.0,bf16,46,1.7369486922453548e-13,2.550535206980424e-14,6.81013415337923
1.0,bf16,47,1.8017342857172182e-13,2.6089376477688427e-14,6.906007459618888
1.0,bf16,48,1.867050695788305e-13,2.66737835039826e-14,6.999572053621639
1.0,bf16,49,1.9329786472132752e-13,2.7258261922560825e-14,7.091349597801789
1.0,bf16,50,1.9994163212852764e-13,2.7842967070293165e-14,7.181046173123331
1.0,bf16,51,2.0663435497433903e-13,2.8427778402557886e-14,7.268747914390187
1.0,bf16,52,2.1337131254103892e-13,2.901246760041659e-14,7.354469653521478
1.0,bf16,53,2.2015833666447578e-13,2.9597164934753795e-14,7.438494097316729
1.0,bf16,54,2.269814607491164e-13,3.01818455116628e-14,7.520463275229699
1.0,bf16,55,2.3384414146229107e-13,3.076675551284344e-14,7.6005460297779495
1.0,bf16,56,2.407490057965835e-13,3.135159236200679e-14,7.679004084281649
1.0,bf16,57,2.4769015794319274e-13,3.1936720794489685e-14,7.755654049050923
1.0,bf16,58,2.546679795942108e-13,3.252184971291587e-14,7.830673280956429
1.0,bf16,59,2.616769026308505e-13,3.310678900090534e-14,7.904025443956363
1.0,bf16,60,2.687140140692728e-13,3.3691765017644765e-14,7.975658560142047
1.0,bf16,61,2.7577949360765887e-13,3.427675941762165e-14,8.045669961025572
1.0,bf16,62,2.8288078972359356e-13,3.486170718854257e-14,8.114369964548477
1.0,bf16,63,2.900017157139968e-13,3.544679734797085e-14,8.181323487905965
1.0,bf16,64,2.9715089116465604e-13,3.6031977618936186e-14,8.246866000729637
1.0,norm,1,8.598324680768155e-09,8.598324680768155e-09,1.0
1.0,norm,2,1.7784640226049487e-08,1.8094213723328187e-08,0.9828910224001842
1.0,norm,3,3.005429771196283e-08,2.735157077372215e-08,1.0988143226069234
1.0,norm,4,4.793163601242833e-08,3.653475670580466e-08,1.3119462214678694
1.0,norm,5,6.828742327438053e-08,4.539933251392648e-08,1.50415038048044
1.0,norm,6,8.97542937816522e-08,5.3150595720723074e-08,1.6886789802556734
1.0,norm,7,1.1460015226149791e-07,6.07940400461306e-08,1.8850557089895514
1.0,norm,8,1.4052908246474846e-07,6.764594340434596e-08,2.0774206906207486
1.0,norm,9,1.7055278620615183e-07,7.503084773048858e-08,2.2731022154884726
1.0,norm,10,1.9937390614882178e-07,8.12029379073822e-08,2.4552548379003487
1.0,norm,11,2.3233387855879785e-07,8.747310658364071e-08,2.656060675479075
1.0,norm,12,2.632011355583227e-07,9.283154860297681e-08,2.8352552501734594
1.0,norm,13,2.952173361501034e-07,9.772272946364509e-08,3.02096899841434
1.0,norm,14,3.3108642659148204e-07,1.0302586877722325e-07,3.213624214200055
1.0,norm,15,3.6847081102459e-07,1.0815761612244003e-07,3.4067948632249987
1.0,norm,16,4.0471925151906663e-07,1.1281004561468422e-07,3.5876171249981774
1.0,norm,17,4.4257961620582384e-07,1.1734606999105606e-07,3.771575956822044
1.0,norm,18,4.809385654026845e-07,1.2189409384640645e-07,3.945544449501341
1.0,norm,19,5.232879411734563e-07,1.2676161448059954e-07,4.128126194334199
1.0,norm,20,5.611733056135691e-07,1.3063654684895923e-07,4.295683858379941
1.0,norm,21,6.033446108875063e-07,1.348283177100866e-07,4.474910175656444
1.0,norm,22,6.461496071115381e-07,1.3899544737367053e-07,4.648710582400962
1.0,norm,23,6.934375377287425e-07,1.4356293238539638e-07,4.8301990368043
1.0,norm,24,7.404327449266292e-07,1.4798092488134672e-07,5.0035688418647135
1.0,norm,25,7.899014507896324e-07,1.525156224698468e-07,5.179151079724966
1.0,norm,26,8.369034505047451e-07,1.5660614894691798e-07,5.344001216634319
1.0,norm,27,8.954793376301969e-07,1.6192747724921814e-07,5.530125910947092
1.0,norm,28,9.540602528947301e-07,1.669619621780322e-07,5.714237185817282
1.0,norm,29,1.010809146871587e-06,1.7173475400571832e-07,5.885874136099032
1.0,norm,30,1.0703143801128777e-06,1.766010855013411e-07,6.060633076373417
1.0,norm,31,1.131884208516458e-06,1.8151524084705867e-07,6.2357530047306735
1.0,norm,32,1.192384551525548e-06,1.8620755915918797e-07,6.403523878996684
1.0,norm,33,1.2554384973175676e-06,1.910367011590642e-07,6.571713653452607
1.0,norm,34,1.3230281558009555e-06,1.962344966533252e-07,6.742077353189657
1.0,norm,35,1.3894462770673637e-06,2.0115752363963057e-07,6.90725483157432
1.0,norm,36,1.4553865121881839e-06,2.0599476373694042e-07,7.0651626564971455
1.0,norm,37,1.5235963941244198e-06,2.1092224672536639e-07,7.223497842350575
1.0,norm,38,1.5931273163632501e-06,2.159465374117256e-07,7.377415426327394
1.0,norm,39,1.6612475201094782e-06,2.2070743233894772e-07,7.526921510999436
1.0,norm,40,1.736234294167009e-06,2.260708939278382e-07,7.680043476632665
1.0,norm,41,1.8149126935630096e-06,2.315301160256993e-07,7.838775899725971
1.0,norm,42,1.8962270853926924e-06,2.3714465076833998e-07,7.996077833714511
1.0,norm,43,1.980746626453226e-06,2.430946038093162e-07,8.148048518620868
1.0,norm,44,2.0690596016560847e-06,2.492168250806709e-07,8.30224685266067
1.0,norm,45,2.1576758494424316e-06,2.550889123069738e-07,8.45852463726799
1.0,norm,46,2.246841439030437e-06,2.6092885503741765e-07,8.610935109910463
1.0,norm,47,2.342666677875968e-06,2.6714464900791925e-07,8.769281685318436
1.0,norm,48,2.440097460112048e-06,2.7348902080286387e-07,8.922103903655119
1.0,norm,49,2.5410931112863507e-06,2.800213905540839e-07,9.074639284728352
1.0,norm,50,2.6463100605327363e-06,2.867142649550455e-07,9.229781646712475
1.0,norm,51,2.7514500002944563e-06,2.935046679272768e-07,9.374467601231466
1.0,norm,52,2.8572986630792743e-06,3.0000055987479885e-07,9.524311102191707
1.0,norm,53,2.968824050093635e-06,3.0682433231462e-07,9.675973309213887
1.0,norm,54,3.081384518883177e-06,3.1348431408066645e-07,9.829469547526607
1.0,norm,55,3.202498033997468e-06,3.20691878156421e-07,9.986214968735235
1.0,norm,56,3.3175253689780437e-06,3.2755161988755547e-07,10.12825206029178
1.0,norm,57,3.4409477381081345e-06,3.3486753924550265e-07,10.275548791205647
1.0,norm,58,3.565609541529052e-06,3.422229414346913e-07,10.418967023604703
1.0,norm,59,3.6916558694223718e-06,3.496493800698335e-07,10.558165064342623
1.0,norm,60,3.8182506249399465e-06,3.5699972048237486e-07,10.69538827588089
1.0,norm,61,3.9477519956692155e-06,3.6438837254343497e-07,10.833913190242217
1.0,norm,62,4.0829089614572285e-06,3.7196455551493066e-07,10.976607585109921
1.0,norm,63,4.226905096433737e-06,3.798898351574953e-07,11.126660166312005
1.0,norm,64,4.36216625673026e-06,3.873554591210906e-07,11.26140384500586
1.0,ns,1,1.938903914245383e-06,1.938903914245383e-06,1.0
1.0,ns,2,3.8254364241308215e-06,3.896311908639649e-06,0.9818095968262529
1.0,ns,3,6.184590072196582e-06,5.860931001403295e-06,1.0552231498230902
1.0,ns,4,9.223485111035231e-06,7.821888895556718e-06,1.1791889701060188
1.0,ns,5,1.2887235612310871e-05,9.78939025685779e-06,1.316449265395558
1.0,ns,6,1.7263500066132035e-05,1.1759310095115291e-05,1.4680708244357918
1.0,ns,7,2.239056006761996e-05,1.3734005766301456e-05,1.630300762109677
1.0,ns,8,2.8143597200371208e-05,1.5701445628026966e-05,1.7924207660303006
1.0,ns,9,3.466952441497761e-05,1.7680791062036365e-05,1.960858215751382
1.0,ns,10,4.1821669531547254e-05,1.9658679003539908e-05,2.127389613718017
1.0,ns,11,4.954406850382443e-05,2.1626601213166968e-05,2.2908855633616816
1.0,ns,12,5.802613094879355e-05,2.360643623781085e-05,2.4580639942530618
1.0,ns,13,6.7331296249162e-05,2.5580057886999175e-05,2.6321791978188798
1.0,ns,14,7.726184315599529e-05,2.7556633022347745e-05,2.803747580240948
1.0,ns,15,8.796065871705683e-05,2.954323175554824e-05,2.9773539822886086
1.0,ns,16,9.918352238678375e-05,3.152115923142119e-05,3.146569631484707
1.0,ns,17,0.0001110788605657691,3.349553219420707e-05,3.3162291592124573
1.0,ns,18,0.00012375126975528066,3.546759979174357e-05,3.489135731820467
1.0,ns,19,0.00013680003769062047,3.744231163316644e-05,3.653621577398625
1.0,ns,20,0.00015056050872114713,3.942045132694529e-05,3.819350201559809
1.0,ns,21,0.00016487099225915552,4.1400424563371076e-05,3.982350277755961
1.0,ns,22,0.0001796585657591001,4.33756375488252e-05,4.141923344800865
1.0,ns,23,0.00019498440962746467,4.5341887737310066e-05,4.300315213100835
1.0,ns,24,0.0002111189956654372,4.7311629558209365e-05,4.4623065752932725
1.0,ns,25,0.00022751086529529144,4.928757954504216e-05,4.615987788310387
1.0,ns,26,0.00024433145538754845,5.125470975397314e-05,4.7670049554540395
1.0,ns,27,0.00026176728410606126,5.323676329523064e-05,4.9170398030098195
1.0,ns,28,0.00027966009950432165,5.5214153092961245e-05,5.065007499679878
1.0,ns,29,0.00029804573272572947,5.719589165094352e-05,5.210964006727095
1.0,ns,30,0.0003166142684995588,5.9191078161055295e-05,5.349020128304992
1.0,ns,31,0.0003355970721344586,6.117530673504559e-05,5.4858257366481595
1.0,ns,32,0.00035500467052937846,6.314560271407946e-05,5.622001458071818
1.0,ns,33,0.00037492588871257783,6.512999940590219e-05,5.756577493206632
1.0,ns,34,0.00039528498691427993,6.710751827549225e-05,5.890323425335765
1.0,ns,35,0.0004161654545771342,6.909379458532051e-05,6.023195817726179
1.0,ns,36,0.0004374730995369151,7.109018310721572e-05,6.153776519004508
1.0,ns,37,0.0004593036917559402,7.307654187095151e-05,6.285241200480464
1.0,ns,38,0.0004809517674577678,7.508032201827356e-05,6.4058298436800865
1.0,ns,39,0.0005029286848237363,7.70804335970221e-05,6.524725683992082
1.0,ns,40,0.0005252217061699934,7.907409426013649e-05,6.642146344947421
1.0,ns,41,0.0005477051711605,8.10747441138944e-05,6.75555843125548
1.0,ns,42,0.0005708664526934272,8.307729984099486e-05,6.871509471131494
1.0,ns,43,0.0005944235077053307,8.508874330442805e-05,6.985924161303211
1.0,ns,44,0.0006182604148324934,8.709936706159012e-05,7.098334186462068
1.0,ns,45,0.0006425541109412709,8.91229464368594e-05,7.209749415056635
1.0,ns,46,0.0006671175474508751,9.11488601558637e-05,7.318989467450391
1.0,ns,47,0.0006912693513254996,9.317878361512335e-05,7.418741955044189
1.0,ns,48,0.0007157312725937935,9.520157056966134e-05,7.518061606663046
1.0,ns,49,0.0007408989968543682,9.722515321339228e-05,7.620445660067245
1.0,ns,50,0.0007662582647488323,9.924842512299208e-05,7.720608803608305
1.0,ns,51,0.0007917510095476385,0.00010126600361786666,7.818527257532138
1.0,ns,52,0.0008170877417627738,0.00010328706536579997,7.910842842411949
1.0,ns,53,0.0008427129589834676,0.00010530605873400048,8.002511622926956
1.0,ns,54,0.0008686700094854678,0.0001073202499103169,8.094185488865145
1.0,ns,55,0.0008947511713338579,0.0001093429022444246,8.182983558765757
1.0,ns,56,0.0009215137203008273,0.00011136323282606027,8.274847065010693
1.0,ns,57,0.0009479946615268511,0.00011338867016989711,8.360576591174526
1.0,ns,58,0.0009746750267328769,0.00011541168791626068,8.44520207901363
1.0,ns,59,0.0010012077410654484,0.00011744181131046051,8.525138789104075
1.0,ns,60,0.0010281333124367153,0.00011947641877539299,8.605324154965938
1.0,ns,61,0.0010550452573188519,0.00012151742899342765,8.682254603789508
1.0,ns,62,0.0010829158760085058,0.0001235554230729942,8.764616308008915
1.0,ns,63,0.0011104679041341826,0.00012558293969387792,8.842506050910012
1.0,ns,64,0.0011382634715397947,0.00012763323943506882,8.918236946566465
1.0,scale,1,1.489086977118123e-05,1.489086977118123e-05,1.0
1.0,scale,2,2.9379512751869495e-05,2.992383702941585e-05,0.9818096764458626
1.0,scale,3,4.7497858967785954e-05,4.5012188600066325e-05,1.0552221619305124
1.0,scale,4,7.083676583393462e-05,6.007243901606861e-05,1.179189108918762
1.0,scale,5,9.897459919392894e-05,7.518296048859831e-05,1.3164498784127914
1.0,scale,6,0.0001325846579968089,9.03120344167309e-05,1.4680729855449557
1.0,scale,7,0.00017196081123700674,0.00010547779585725475,1.6303034192118009
1.0,scale,8,0.0002161446204901952,0.00012058784845921797,1.792424553982269
1.0,scale,9,0.00026626399079161963,0.00013578930099783802,1.9608613405842554
1.0,scale,10,0.0003211928258782695,0.00015097955262957478,2.1273928838980565
1.0,scale,11,0.00038050135273333543,0.00016609332409747805,2.2908889011699474
1.0,scale,12,0.00044564391650411914,0.00018129851199822107,2.4580671489928823
1.0,scale,13,0.0005171083842451043,0.00019645603643393054,2.632183737550927
1.0,scale,14,0.000593375775404061,0.00021163622348015224,2.8037533728705437
1.0,scale,15,0.0006755432717947338,0.0002268933704694566,2.9773601158861203
1.0,scale,16,0.000761735984934492,0.00024208398172507597,3.146577396432457
1.0,scale,17,0.0008530930968324009,0.00025724724494238826,3.316238030162209
1.0,scale,18,0.0009504180339522132,0.0002723927837061879,3.4891454208910555
1.0,scale,19,0.0010506334360149516,0.0002875586186110499,3.653632226673172
1.0,scale,20,0.0011563147416122966,0.00030275083563114464,3.8193610240636575
1.0,scale,21,0.0012662204105975535,0.00031795715792594815,3.9823617082791225
1.0,scale,22,0.0013797900205155752,0.000333126853896818,4.141935735216797
1.0,scale,23,0.001497493741934087,0.0003482276896721523,4.300329314259702
1.0,scale,24,0.0016214085970250951,0.000363355376306261,4.462321745470638
1.0,scale,25,0.0017472991515816918,0.00037853078278390716,4.616002795680627
1.0,scale,26,0.0018764827770887595,0.0003936384157548605,4.7670214643312265
1.0,scale,27,0.002010391534744002,0.00040886067111271167,4.917057757775368
1.0,scale,28,0.0021478091939173068,0.00042404714298292453,5.065024560261675
1.0,scale,29,0.0022890116917925495,0.0004392669686003205,5.210980691505788
1.0,scale,30,0.002431618862302098,0.00045459008535094864,5.349036287108772
1.0,scale,31,0.0025774081389283512,0.00046982904396727644,5.485842503827557
1.0,scale,32,0.0027264597912436336,0.00048496100565148417,5.6220185942186784
1.0,scale,33,0.0028794564965166237,0.0005002012898677779,5.756595504337409
1.0,scale,34,0.0030358158431882326,0.0005153887351620051,5.890341864445227
1.0,scale,35,0.003196179862839804,0.0005306434763694981,6.023215219203481
1.0,scale,36,0.0033598235442170183,0.0005459758746253858,6.153794884292859
1.0,scale,37,0.0035274848220036127,0.0005612312250874874,6.285261162106102
1.0,scale,38,0.003693743805338381,0.000576620380259731,6.405850247045696
1.0,scale,39,0.003862528198330719,0.0005919813408444974,6.524746528025001
1.0,scale,40,0.004033738952379047,0.0006072927206087598,6.642165821344876
1.0,scale,41,0.004206413518503273,0.0006226578382576887,6.75557787929498
1.0,scale,42,0.004384294182164935,0.0006380375464863175,6.871530063253033
1.0,scale,43,0.004565213776424693,0.0006534855228682229,6.9859447786807065
1.0,scale,44,0.00474828293224541,0.0006689271931238508,7.098355368199649
1.0,scale,45,0.0049348601926916275,0.000684468347977901,7.209771214798316
1.0,scale,46,0.005123509273817312,0.0007000274574237808,7.319011875152285
1.0,scale,47,0.005308996627075149,0.0007156173296052489,7.4187647607747484
1.0,scale,48,0.005496865633752068,0.0007311524207678274,7.518084434404905
1.0,scale,49,0.005690154518200158,0.0007466936136364185,7.620467637976638
1.0,scale,50,0.0058849146229704415,0.0007622324040559847,7.720630337487206
1.0,scale,51,0.006080700005196529,0.0007777274966137304,7.818548311165854
1.0,scale,52,0.006275287890765813,0.0007932493208780498,7.910864498213096
1.0,scale,53,0.006472091040865208,0.000808755245988063,8.002533613192456
1.0,scale,54,0.006671442767538313,0.000824224284927867,8.094207959575193
1.0,scale,55,0.006871748360318879,0.0008397583857323216,8.183006537441464
1.0,scale,56,0.007077286624983072,0.0008552746045287697,8.27487053574149
1.0,scale,57,0.00728066169675361,0.0008708300200405897,8.360600265496423
1.0,scale,58,0.007485569098429625,0.0008863668624835711,8.445226706078907
1.0,scale,59,0.007689343141481443,0.0009019582863747756,8.525164919086313
1.0,scale,60,0.007896133466937117,0.0009175841576302234,8.605350693204944
1.0,scale,61,0.00810281890756946,0.0009332592037921537,8.68228127260349
1.0,scale,62,0.008316867179888823,0.000948911092577683,8.76464322626512
1.0,scale,63,0.00852846921309907,0.0009644824924842896,8.842533980198702
1.0,scale,64,0.008741940983672881,0.000980228848980383,8.918265354836368
