epsilon,step,layer,index,clean,dp
8,244,blocks/5/attention/query/kernel,160,2.22464535681865527e-07,1.74863147549331188e-03
8,244,blocks/5/attention/query/kernel,161,2.16007961739705934e-07,1.71095679979771376e-03
8,244,blocks/5/attention/query/kernel,162,2.11574544550785504e-07,1.69414828997105360e-03
8,244,blocks/5/attention/query/kernel,163,2.03838482093487983e-07,1.55878788791596889e-03
8,244,blocks/5/attention/query/kernel,164,1.98650212723805453e-07,1.51479849591851234e-03
8,244,blocks/5/attention/query/kernel,165,1.91515368896943983e-07,1.44112436100840569e-03
8,244,blocks/5/attention/query/kernel,166,1.84256975899188546e-07,1.38930103275924921e-03
8,244,blocks/5/attention/query/kernel,167,1.82379736202165077e-07,1.35681533720344305e-03
8,244,blocks/5/attention/query/kernel,168,1.73465295461028290e-07,1.23306713066995144e-03
8,244,blocks/5/attention/query/kernel,169,1.57248877030724543e-07,1.19833613280206919e-03
8,244,blocks/5/attention/query/kernel,170,1.51077642840391491e-07,1.18226942140609026e-03
8,244,blocks/5/attention/query/kernel,171,1.37992088866667473e-07,1.08369265217334032e-03
8,244,blocks/5/attention/query/kernel,172,1.34473125967815577e-07,1.07140850741416216e-03
8,244,blocks/5/attention/query/kernel,173,1.30719570279325126e-07,1.04826339520514011e-03
8,244,blocks/5/attention/query/kernel,174,1.19235409101747791e-07,9.92167158983647823e-04
8,244,blocks/5/attention/query/kernel,175,1.14467368916848500e-07,8.89319053385406733e-04
8,244,blocks/5/attention/query/kernel,176,1.11649178791140002e-07,8.49171367008239031e-04
8,244,blocks/5/attention/query/kernel,177,9.91713520193115983e-08,7.82272894866764545e-04
8,244,blocks/5/attention/query/kernel,178,8.72632739401524304e-08,7.66177079640328884e-04
8,244,blocks/5/attention/query/kernel,179,8.31391346878262993e-08,7.07811734173446894e-04
8,244,blocks/5/attention/query/kernel,180,8.09187739037042775e-08,6.16277160588651896e-04
8,244,blocks/5/attention/query/kernel,181,7.12576024852751289e-08,5.93464181292802095e-04
8,244,blocks/5/attention/query/kernel,182,6.98399418297412922e-08,5.47543459106236696e-04
8,244,blocks/5/attention/query/kernel,183,5.57188322147794679e-08,4.72088024253025651e-04
8,244,blocks/5/attention/query/kernel,184,5.09226225631209672e-08,4.57968446426093578e-04
8,244,blocks/5/attention/query/kernel,185,4.52382842297538446e-08,3.50240647094324231e-04
8,244,blocks/5/attention/query/kernel,186,3.41785408863870543e-08,3.01570398733019829e-04
8,244,blocks/5/attention/query/kernel,187,2.51315146471142725e-08,2.86112510366365314e-04
8,244,blocks/5/attention/query/kernel,188,2.13820481320681210e-08,2.62371002463623881e-04
8,244,blocks/5/attention/query/kernel,189,1.29761685840890095e-08,1.87153724255040288e-04
8,244,blocks/5/attention/query/kernel,190,8.08405786756338784e-09,1.33719382574781775e-04
8,244,blocks/5/attention/query/kernel,191,2.86669687987739508e-09,1.12343601358588785e-04
8,244,blocks/5/attention/query/kernel,192,1.15560366831246597e-10,2.47384514295845293e-06
8,244,blocks/11/attention/query/kernel,1,2.27620748773915693e-05,1.24489841982722282e-02
8,244,blocks/11/attention/query/kernel,2,9.30496935325209051e-06,1.21663771569728851e-02
8,244,blocks/11/attention/query/kernel,3,7.14607176632853225e-06,1.20332241058349609e-02
8,244,blocks/11/attention/query/kernel,4,5.20584808327839710e-06,1.17991138249635696e-02
8,244,blocks/11/attention/query/kernel,5,4.64972163172205910e-06,1.17278760299086571e-02
8,244,blocks/11/attention/query/kernel,6,4.38810047853621654e-06,1.15884952247142792e-02
8,244,blocks/11/attention/query/kernel,7,3.58766419594758190e-06,1.14392098039388657e-02
8,244,blocks/11/attention/query/kernel,8,3.22095820592949167e-06,1.13385068252682686e-02
8,244,blocks/11/attention/query/kernel,9,2.92349614028353244e-06,1.11912367865443230e-02
8,244,blocks/11/attention/query/kernel,10,2.82669225271092728e-06,1.11332451924681664e-02
8,244,blocks/11/attention/query/kernel,11,2.55308373198204208e-06,1.09999245032668114e-02
8,244,blocks/11/attention/query/kernel,12,2.48712149186758325e-06,1.09498761594295502e-02
8,244,blocks/11/attention/query/kernel,13,2.32240904551872518e-06,1.08033716678619385e-02
8,244,blocks/11/attention/query/kernel,14,2.19734761230938602e-06,1.06608103960752487e-02
8,244,blocks/11/attention/query/kernel,15,1.94479025594773702e-06,1.05960648506879807e-02
8,244,blocks/11/attention/query/kernel,16,1.90822993317851797e-06,1.05442535132169724e-02
8,244,blocks/11/attention/query/kernel,17,1.74484682702313876e-06,1.04338461533188820e-02
8,244,blocks/11/attention/query/kernel,18,1.65647577432537219e-06,1.02776475250720978e-02
8,244,blocks/11/attention/query/kernel,19,1.63415120368881617e-06,1.02252643555402756e-02
8,244,blocks/11/attention/query/kernel,20,1.53807457081711618e-06,1.02061340585350990e-02
8,244,blocks/11/attention/query/kernel,21,1.50179664615279762e-06,1.01143289357423782e-02
8,244,blocks/11/attention/query/kernel,22,1.40189399644441437e-06,1.00558735430240631e-02
8,244,blocks/11/attention/query/kernel,23,1.34722097300254973e-06,9.95836593210697174e-03
8,244,blocks/11/attention/query/kernel,24,1.30106786855321843e-06,9.84887778759002686e-03
8,244,blocks/11/attention/query/kernel,25,1.26909480968606658e-06,9.75241139531135559e-03
8,244,blocks/11/attention/query/kernel,26,1.22761287002504105e-06,9.65201761573553085e-03
8,244,blocks/11/attention/query/kernel,27,1.22016479053854709e-06,9.54742357134819031e-03
8,244,blocks/11/attention/query/kernel,28,1.16586522835859796e-06,9.37598478049039841e-03
8,244,blocks/11/attention/query/kernel,29,1.12314774014521390e-06,9.34040453284978867e-03
8,244,blocks/11/attention/query/kernel,30,1.10681446585658705e-06,9.33726970106363297e-03
8,244,blocks/11/attention/query/kernel,31,1.06162747215421405e-06,9.19941160827875137e-03
8,244,blocks/11/attention/query/kernel,32,1.03731906619941583e-06,9.14142001420259476e-03
8,244,blocks/11/attention/query/kernel,33,9.76229671323380899e-07,9.07982978969812393e-03
8,244,blocks/11/attention/query/kernel,34,9.68676090451481286e-07,9.04071796685457230e-03
8,244,blocks/11/attention/query/kernel,35,9.58266809902852401e-07,8.97682923823595047e-03
8,244,blocks/11/attention/query/kernel,36,9.16160388442222029e-07,8.88233631849288940e-03
8,244,blocks/11/attention/query/kernel,37,8.83537211393559119e-07,8.77630989998579025e-03
8,244,blocks/11/attention/query/kernel,38,8.79786398400028702e-07,8.76221433281898499e-03
8,244,blocks/11/attention/query/kernel,39,8.46359284878417384e-07,8.70105251669883728e-03
8,244,blocks/11/attention/query/kernel,40,8.26688278721121605e-07,8.57821200042963028e-03
8,244,blocks/11/attention/query/kernel,41,8.12312691778060980e-07,8.49598739296197891e-03
8,244,blocks/11/attention/query/kernel,42,8.02508452579786535e-07,8.43493826687335968e-03
8,244,blocks/11/attention/query/kernel,43,7.70188080423395149e-07,8.39903019368648529e-03
8,244,blocks/11/attention/query/kernel,44,7.45659747281024465e-07,8.31164140254259109e-03
8,244,blocks/11/attention/query/kernel,45,7.18569651780853746e-07,8.25902447104454041e-03
8,244,blocks/11/attention/query/kernel,46,7.10720541974296793e-07,8.19237809628248215e-03
8,244,blocks/11/attention/query/kernel,47,6.96356380558427190e-07,8.15343949943780899e-03
8,244,blocks/11/attention/query/kernel,48,6.60635009808174800e-07,8.09925980865955353e-03
8,244,blocks/11/attention/query/kernel,49,6.50353683795401594e-07,8.03909730166196823e-03
8,244,blocks/11/attention/query/kernel,50,6.40387440853373846e-07,7.97409471124410629e-03
8,244,blocks/11/attention/query/kernel,51,6.37564369299070677e-07,7.89549574255943298e-03
8,244,blocks/11/attention/query/kernel,52,6.28453051376709482e-07,7.80367571860551834e-03
8,244,blocks/11/attention/query/kernel,53,6.10227573361044051e-07,7.75414891541004181e-03
8,244,blocks/11/attention/query/kernel,54,6.00478244905389147e-07,7.66702229157090187e-03
8,244,blocks/11/attention/query/kernel,55,5.96672123265307164e-07,7.54218501970171928e-03
8,244,blocks/11/attention/query/kernel,56,5.73854663343809079e-07,7.50485341995954514e-03
8,244,blocks/11/attention/query/kernel,57,5.56401744233880891e-07,7.46985478326678276e-03
8,244,blocks/11/attention/query/kernel,58,5.51300104234542232e-07,7.40941986441612244e-03
8,244,blocks/11/attention/query/kernel,59,5.40091775746986968e-07,7.36335804685950279e-03
8,244,blocks/11/attention/query/kernel,60,5.29937210558273364e-07,7.27245397865772247e-03
8,244,blocks/11/attention/query/kernel,61,5.21852655310794944e-07,7.19495629891753197e-03
8,244,blocks/11/attention/query/kernel,62,5.08325456394231878e-07,7.18396902084350586e-03
8,244,blocks/11/attention/query/kernel,63,4.99858117564144777e-07,7.15020392090082169e-03
8,244,blocks/11/attention/query/kernel,64,4.89244030177360401e-07,7.05105066299438477e-03
8,244,blocks/11/attention/query/kernel,65,4.72683410634999746e-07,7.01191322878003120e-03
8,244,blocks/11/attention/query/kernel,66,4.65754510514670983e-07,6.88975444063544273e-03
8,244,blocks/11/attention/query/kernel,67,4.60374820931974682e-07,6.87792664393782616e-03
8,244,blocks/11/attention/query/kernel,68,4.49994132623032783e-07,6.81557320058345795e-03
8,244,blocks/11/attention/query/kernel,69,4.44158388290816220e-07,6.70850276947021484e-03
8,244,blocks/11/attention/query/kernel,70,4.30217312441527611e-07,6.65446277707815170e-03
8,244,blocks/11/attention/query/kernel,71,4.17693001963925781e-07,6.64109224453568459e-03
8,244,blocks/11/attention/query/kernel,72,4.11100330666158698e-07,6.57067960128188133e-03
8,244,blocks/11/attention/query/kernel,73,4.06215065140713705e-07,6.41878461465239525e-03
8,244,blocks/11/attention/query/kernel,74,3.98834231418732088e-07,6.40511093661189079e-03
8,244,blocks/11/attention/query/kernel,75,3.93221171179902740e-07,6.34748907759785652e-03
8,244,blocks/11/attention/query/kernel,76,3.88367112691412331e-07,6.28370419144630432e-03
8,244,blocks/11/attention/query/kernel,77,3.80987160042423056e-07,6.22184155508875847e-03
8,244,blocks/11/attention/query/kernel,78,3.77049047983746277e-07,6.18093460798263550e-03
8,244,blocks/11/attention/query/kernel,79,3.70004755723130074e-07,6.09672209247946739e-03
8,244,blocks/11/attention/query/kernel,80,3.60549989864011877e-07,6.05391245335340500e-03
8,244,blocks/11/attention/query/kernel,81,3.57157972530330881e-07,5.93577651306986809e-03
8,244,blocks/11/attention/query/kernel,82,3.55461480694430065e-07,5.91271789744496346e-03
8,244,blocks/11/attention/query/kernel,83,3.47337902439903701e-07,5.85410417988896370e-03
8,244,blocks/11/attention/query/kernel,84,3.41625423061486799e-07,5.83030004054307938e-03
8,244,blocks/11/attention/query/kernel,85,3.39133976012817584e-07,5.73041662573814392e-03
8,244,blocks/11/attention/query/kernel,86,3.32698050442559179e-07,5.64478151500225067e-03
8,244,blocks/11/attention/query/kernel,87,3.19768389545060927e-07,5.60980150476098061e-03
8,244,blocks/11/attention/query/kernel,88,3.15896613756194711e-07,5.57237863540649414e-03
8,244,blocks/11/attention/query/kernel,89,3.05280195789237041e-07,5.45385433360934258e-03
8,244,blocks/11/attention/query/kernel,90,2.96346030381755554e-07,5.39865996688604355e-03
8,244,blocks/11/attention/query/kernel,91,2.94544179268996231e-07,5.31501695513725281e-03
8,244,blocks/11/attention/query/kernel,92,2.85763348983891774e-07,5.27015514671802521e-03
8,244,blocks/11/attention/query/kernel,93,2.81516349787125364e-07,5.25984633713960648e-03
8,244,blocks/11/attention/query/kernel,94,2.77260369330178946e-07,5.19616901874542236e-03
8,244,blocks/11/attention/query/kernel,95,2.68717599283263553e-07,5.10161742568016052e-03
8,244,blocks/11/attention/query/kernel,96,2.65909164909317042e-07,5.07939560338854790e-03
8,244,blocks/11/attention/query/kernel,97,2.58356038784768316e-07,5.02080377191305161e-03
8,244,blocks/11/attention/query/kernel,98,2.53677910677652108e-07,4.95676929131150246e-03
8,244,blocks/11/attention/query/kernel,99,2.50012789138054359e-07,4.85649332404136658e-03
8,244,blocks/11/attention/query/kernel,100,2.47429937871856964e-07,4.82949474826455116e-03
8,244,blocks/11/attention/query/kernel,101,2.46880972554208711e-07,4.77400468662381172e-03
8,244,blocks/11/attention/query/kernel,102,2.41157749769627117e-07,4.70187095925211906e-03
8,244,blocks/11/attention/query/kernel,103,2.39599472706686356e-07,4.66397823765873909e-03
8,244,blocks/11/attention/query/kernel,104,2.32914999287459068e-07,4.62464941665530205e-03
8,244,blocks/11/attention/query/kernel,105,2.31694770036483533e-07,4.56796167418360710e-03
8,244,blocks/11/attention/query/kernel,106,2.25473016257637937e-07,4.51595662161707878e-03
8,244,blocks/11/attention/query/kernel,107,2.24286509364901576e-07,4.48751635849475861e-03
8,244,blocks/11/attention/query/kernel,108,2.24057629338858533e-07,4.44361101835966110e-03
8,244,blocks/11/attention/query/kernel,109,2.16525620544416597e-07,4.32999664917588234e-03
8,244,blocks/11/attention/query/kernel,110,2.09541312301553262e-07,4.27539320662617683e-03
8,244,blocks/11/attention/query/kernel,111,2.07419404318898160e-07,4.21244790777564049e-03
8,244,blocks/11/attention/query/kernel,112,2.04005687010067049e-07,4.18467586860060692e-03
8,244,blocks/11/attention/query/kernel,113,1.98343869328709843e-07,4.15594177320599556e-03
8,244,blocks/11/attention/query/kernel,114,1.95556296489485248e-07,4.07394347712397575e-03
8,244,blocks/11/attention/query/kernel,115,1.91842573826761509e-07,4.07085381448268890e-03
8,244,blocks/11/attention/query/kernel,116,1.86389144118948025e-07,3.99580597877502441e-03
8,244,blocks/11/attention/query/kernel,117,1.83136734221989173e-07,3.90863372012972832e-03
8,244,blocks/11/attention/query/kernel,118,1.80989900400163606e-07,3.88310523703694344e-03
8,244,blocks/11/attention/query/kernel,119,1.79160977609171823e-07,3.85259487666189671e-03
8,244,blocks/11/attention/query/kernel,120,1.71503415913321078e-07,3.77924460917711258e-03
8,244,blocks/11/attention/query/kernel,121,1.70271192700965912e-07,3.72948683798313141e-03
8,244,blocks/11/attention/query/kernel,122,1.63978469913672598e-07,3.65610909648239613e-03
8,244,blocks/11/attention/query/kernel,123,1.62549298465819447e-07,3.62225202843546867e-03
8,244,blocks/11/attention/query/kernel,124,1.58180853304656921e-07,3.54130938649177551e-03
8,244,blocks/11/attention/query/kernel,125,1.54669223206838069e-07,3.45532363280653954e-03
8,244,blocks/11/attention/query/kernel,126,1.50206403759511886e-07,3.42020485550165176e-03
8,244,blocks/11/attention/query/kernel,127,1.45798466633095813e-07,3.33727407269179821e-03
8,244,blocks/11/attention/query/kernel,128,1.42362608812618419e-07,3.29653499647974968e-03
8,244,blocks/11/attention/query/kernel,129,1.39771756835216365e-07,3.26150213368237019e-03
8,244,blocks/11/attention/query/kernel,130,1.37053305593326513e-07,3.21037881076335907e-03
8,244,blocks/11/attention/query/kernel,131,1.33269892899079423e-07,3.17488936707377434e-03
8,244,blocks/11/attention/query/kernel,132,1.31570260464286548e-07,3.16502177156507969e-03
8,244,blocks/11/attention/query/kernel,133,1.29011723970506864e-07,3.05769755505025387e-03
8,244,blocks/11/attention/query/kernel,134,1.25326607758324826e-07,3.00083798356354237e-03
8,244,blocks/11/attention/query/kernel,135,1.21187227364316641e-07,2.95925652608275414e-03
8,244,blocks/11/attention/query/kernel,136,1.18681178662427556e-07,2.91626597754657269e-03
8,244,blocks/11/attention/query/kernel,137,1.18064150456120842e-07,2.91282101534307003e-03
8,244,blocks/11/attention/query/kernel,138,1.15670765410413878e-07,2.84369220025837421e-03
8,244,blocks/11/attention/query/kernel,139,1.10823783927571640e-07,2.77821021154522896e-03
8,244,blocks/11/attention/query/kernel,140,1.09387478630651458e-07,2.73888581432402134e-03
8,244,blocks/11/attention/query/kernel,141,1.07719323239052756e-07,2.70473025739192963e-03
8,244,blocks/11/attention/query/kernel,142,1.05681586148875795e-07,2.66370014287531376e-03
8,244,blocks/11/attention/query/kernel,143,1.02923799261134263e-07,2.60393600910902023e-03
8,244,blocks/11/attention/query/kernel,144,1.02547936364771886e-07,2.50695948489010334e-03
8,244,blocks/11/attention/query/kernel,145,9.72605604943055368e-08,2.50278413295745850e-03
8,244,blocks/11/attention/query/kernel,146,9.55347516651272599e-08,2.45711766183376312e-03
8,244,blocks/11/attention/query/kernel,147,9.16713744913977280e-08,2.36414815299212933e-03
8,244,blocks/11/attention/query/kernel,148,8.86874005345816840e-08,2.35145282931625843e-03
8,244,blocks/11/attention/query/kernel,149,8.63219185021080193e-08,2.23102397285401821e-03
8,244,blocks/11/attention/query/kernel,150,8.56671533711050870e-08,2.19900324009358883e-03
8,244,blocks/11/attention/query/kernel,151,8.28709474376410071e-08,2.13556713424623013e-03
8,244,blocks/11/attention/query/kernel,152,8.20260552814033872e-08,2.10785144008696079e-03
8,244,blocks/11/attention/query/kernel,153,7.86462308610680338e-08,2.04441556707024574e-03
8,244,blocks/11/attention/query/kernel,154,7.62277139187972352e-08,2.01824586838483810e-03
8,244,blocks/11/attention/query/kernel,155,7.26879818557790713e-08,1.97468767873942852e-03
8,244,blocks/11/attention/query/kernel,156,7.03021783010626677e-08,1.88559608068317175e-03
8,244,blocks/11/attention/query/kernel,157,6.96642814546066802e-08,1.77847477607429028e-03
8,244,blocks/11/attention/query/kernel,158,6.72294007131313265e-08,1.77224841900169849e-03
8,244,blocks/11/attention/query/kernel,159,6.64487487256337772e-08,1.74570269882678986e-03
8,244,blocks/11/attention/query/kernel,160,6.50205294050465454e-08,1.71522353775799274e-03
8,244,blocks/11/attention/query/kernel,161,6.10857853189372690e-08,1.65695406030863523e-03
8,244,blocks/11/attention/query/kernel,162,6.00462257693834545e-08,1.61418714560568333e-03
8,244,blocks/11/attention/query/kernel,163,5.88607775853233761e-08,1.58120563719421625e-03
8,244,blocks/11/attention/query/kernel,164,5.68709452863913612e-08,1.53933593537658453e-03
8,244,blocks/11/attention/query/kernel,165,5.47685985452517343e-08,1.48544507101178169e-03
8,244,blocks/11/attention/query/kernel,166,5.11093567467924004e-08,1.45134795457124710e-03
8,244,blocks/11/attention/query/kernel,167,5.10163644662497973e-08,1.36310805100947618e-03
8,244,blocks/11/attention/query/kernel,168,4.73544758960997569e-08,1.32592394948005676e-03
8,244,blocks/11/attention/query/kernel,169,4.60584601569280494e-08,1.23068469110876322e-03
8,244,blocks/11/attention/query/kernel,170,4.45546994853884826e-08,1.18295243009924889e-03
8,244,blocks/11/attention/query/kernel,171,4.24978416901922174e-08,1.11961201764643192e-03
8,244,blocks/11/attention/query/kernel,172,3.67790988775595906e-08,1.08450546395033598e-03
8,244,blocks/11/attention/query/kernel,173,3.44256854134528112e-08,1.04146916419267654e-03
8,244,blocks/11/attention/query/kernel,174,3.43744979147686536e-08,9.82575002126395702e-04
8,244,blocks/11/attention/query/kernel,175,3.28235785218566889e-08,9.30846319533884525e-04
8,244,blocks/11/attention/query/kernel,176,3.19526058945029945e-08,8.57953797094523907e-04
8,244,blocks/11/attention/query/kernel,177,2.91096338145280242e-08,8.32123041618615389e-04
8,244,blocks/11/attention/query/kernel,178,2.43812046107905189e-08,7.59769347496330738e-04
8,244,blocks/11/attention/query/kernel,179,2.33423360640472310e-08,6.96911301929503679e-04
8,244,blocks/11/attention/query/kernel,180,2.07947064012614646e-08,6.85046485159546137e-04
8,244,blocks/11/attention/query/kernel,181,2.00970617925122497e-08,5.95318968407809734e-04
8,244,blocks/11/attention/query/kernel,182,1.87728357303740268e-08,5.51752396859228611e-04
8,244,blocks/11/attention/query/kernel,183,1.61519579933155910e-08,5.31350786332041025e-04
8,244,blocks/11/attention/query/kernel,184,1.32591146950744587e-08,4.56571782706305385e-04
8,244,blocks/11/attention/query/kernel,185,1.29543087368233500e-08,4.10079461289569736e-04
8,244,blocks/11/attention/query/kernel,186,1.11599938179551827e-08,3.39901511324569583e-04
8,244,blocks/11/attention/query/kernel,187,8.65398774863024300e-09,3.25943547068163753e-04
8,244,blocks/11/attention/query/kernel,188,5.79394754396389544e-09,2.54889921052381396e-04
8,244,blocks/11/attention/query/kernel,189,3.60875462845910988e-09,1.74742104718461633e-04
8,244,blocks/11/attention/query/kernel,190,3.31498117844830631e-09,1.30157728563062847e-04
8,244,blocks/11/attention/query/kernel,191,1.39835243384567320e-09,8.58889106893911958e-05
8,244,blocks/11/attention/query/kernel,192,1.47490786944759478e-11,6.74820694257505238e-06
8,480,blocks/0/attention/query/kernel,1,1.82715466507943347e-05,1.26243066042661667e-02
8,480,blocks/0/attention/query/kernel,2,1.02872572824708186e-05,1.22644966468214989e-02
8,480,blocks/0/attention/query/kernel,3,8.19365504867164418e-06,1.21311154216527939e-02
8,480,blocks/0/attention/query/kernel,4,7.02224269844009541e-06,1.20071843266487122e-02
8,480,blocks/0/attention/query/kernel,5,6.65292236590175889e-06,1.17895239964127541e-02
8,480,blocks/0/attention/query/kernel,6,5.94587390878587030e-06,1.16655342280864716e-02
8,480,blocks/0/attention/query/kernel,7,5.83973587708896957e-06,1.14742582663893700e-02
8,480,blocks/0/attention/query/kernel,8,5.46669025425217114e-06,1.13996965810656548e-02
8,480,blocks/0/attention/query/kernel,9,4.97616292705060914e-06,1.13441180437803268e-02
8,480,blocks/0/attention/query/kernel,10,4.44017996414913796e-06,1.12014915794134140e-02
8,480,blocks/0/attention/query/kernel,11,4.22411130784894340e-06,1.10647883266210556e-02
8,480,blocks/0/attention/query/kernel,12,3.78135177925287280e-06,1.10516892746090889e-02
8,480,blocks/0/attention/query/kernel,13,3.72437307305517606e-06,1.09235616400837898e-02
8,480,blocks/0/attention/query/kernel,14,3.33332536683883518e-06,1.07952328398823738e-02
8,480,blocks/0/attention/query/kernel,15,3.13341865876282100e-06,1.07432445511221886e-02
8,480,blocks/0/attention/query/kernel,16,3.04337891066097654e-06,1.06828715652227402e-02
8,480,blocks/0/attention/query/kernel,17,2.83719305116392206e-06,1.05310194194316864e-02
8,480,blocks/0/attention/query/kernel,18,2.53445364251092542e-06,1.03943282738327980e-02
8,480,blocks/0/attention/query/kernel,19,2.42225382862670813e-06,1.02565241977572441e-02
8,480,blocks/0/attention/query/kernel,20,2.15206455322913826e-06,1.02053107693791389e-02
8,480,blocks/0/attention/query/kernel,21,2.00903400582319591e-06,1.01611232385039330e-02
8,480,blocks/0/attention/query/kernel,22,1.83832014499785146e-06,1.00405160337686539e-02
8,480,blocks/0/attention/query/kernel,23,1.79645940079353750e-06,9.90700069814920425e-03
8,480,blocks/0/attention/query/kernel,24,1.66776112564548384e-06,9.86004807054996490e-03
8,480,blocks/0/attention/query/kernel,25,1.62523747349041514e-06,9.74931661039590836e-03
8,480,blocks/0/attention/query/kernel,26,1.51683389049139805e-06,9.64172743260860443e-03
8,480,blocks/0/attention/query/kernel,27,1.38298514684720431e-06,9.49748978018760681e-03
8,480,blocks/0/attention/query/kernel,28,1.33364687826542649e-06,9.40959807485342026e-03
8,480,blocks/0/attention/query/kernel,29,1.28278043121099472e-06,9.34183504432439804e-03
8,480,blocks/0/attention/query/kernel,30,1.16575552056019660e-06,9.26066003739833832e-03
8,480,blocks/0/attention/query/kernel,31,1.03165109521796694e-06,9.15186572819948196e-03
8,480,blocks/0/attention/query/kernel,32,9.95967297967581544e-07,9.09724924713373184e-03
8,480,blocks/0/attention/query/kernel,33,9.81193466031982098e-07,9.00579150766134262e-03
8,480,blocks/0/attention/query/kernel,34,8.50876233471353771e-07,8.98888427764177322e-03
8,480,blocks/0/attention/query/kernel,35,8.32300202091573738e-07,8.92326980829238892e-03
8,480,blocks/0/attention/query/kernel,36,7.27824044588487595e-07,8.86538345366716385e-03
8,480,blocks/0/attention/query/kernel,37,7.05991340055334149e-07,8.75607319176197052e-03
8,480,blocks/0/attention/query/kernel,38,6.79414029036706779e-07,8.72393324971199036e-03
8,480,blocks/0/attention/query/kernel,39,6.64738195155223366e-07,8.63171555101871490e-03
8,480,blocks/0/attention/query/kernel,40,5.93639754242758499e-07,8.58763325959444046e-03
8,480,blocks/0/attention/query/kernel,41,5.68365408071258571e-07,8.51277355104684830e-03
8,480,blocks/0/attention/query/kernel,42,5.28254815890250029e-07,8.40878300368785858e-03
8,480,blocks/0/attention/query/kernel,43,5.01289775911573088e-07,8.36816523224115372e-03
8,480,blocks/0/attention/query/kernel,44,4.59415900877502281e-07,8.34134966135025024e-03
8,480,blocks/0/attention/query/kernel,45,4.41239848214536323e-07,8.23713373392820358e-03
8,480,blocks/0/attention/query/kernel,46,4.29398284040871658e-07,8.16068984568119049e-03
8,480,blocks/0/attention/query/kernel,47,3.90400629157738877e-07,8.10269080102443695e-03
8,480,blocks/0/attention/query/kernel,48,3.74218046772512025e-07,8.03996901959180832e-03
8,480,blocks/0/attention/query/kernel,49,3.39428453344226000e-07,7.95461516827344894e-03
8,480,blocks/0/attention/query/kernel,50,3.32885718989928137e-07,7.89183657616376877e-03
8,480,blocks/0/attention/query/kernel,51,3.27946224842889933e-07,7.86841195076704025e-03
8,480,blocks/0/attention/query/kernel,52,3.09509800899832044e-07,7.78956385329365730e-03
8,480,blocks/0/attention/query/kernel,53,2.72310131776976050e-07,7.73689756169915199e-03
8,480,blocks/0/attention/query/kernel,54,2.63165503611162421e-07,7.70485075190663338e-03
8,480,blocks/0/attention/query/kernel,55,2.46005043891273090e-07,7.60738179087638855e-03
8,480,blocks/0/attention/query/kernel,56,2.20090768721092900e-07,7.53976870328187943e-03
8,480,blocks/0/attention/query/kernel,57,2.17123599099977582e-07,7.45768658816814423e-03
8,480,blocks/0/attention/query/kernel,58,2.09945781648457341e-07,7.40961544215679169e-03
8,480,blocks/0/attention/query/kernel,59,1.96027002630216884e-07,7.33544444665312767e-03
8,480,blocks/0/attention/query/kernel,60,1.87359404435483157e-07,7.25607061758637428e-03
8,480,blocks/0/attention/query/kernel,61,1.74229995764108025e-07,7.23869679495692253e-03
8,480,blocks/0/attention/query/kernel,62,1.67278273011106648e-07,7.22512323409318924e-03
8,480,blocks/0/attention/query/kernel,63,1.52270104081253521e-07,7.15286051854491234e-03
8,480,blocks/0/attention/query/kernel,64,1.49430434248642996e-07,7.12027959525585175e-03
8,480,blocks/0/attention/query/kernel,65,1.28788073538999015e-07,7.02149979770183563e-03
8,480,blocks/0/attention/query/kernel,66,1.25339354895004362e-07,6.92605599761009216e-03
8,480,blocks/0/attention/query/kernel,67,1.18969410323188640e-07,6.85689086094498634e-03
8,480,blocks/0/attention/query/kernel,68,1.10094497074442188e-07,6.80299755185842514e-03
8,480,blocks/0/attention/query/kernel,69,1.01852371869881608e-07,6.69944379478693008e-03
8,480,blocks/0/attention/query/kernel,70,9.58721386723482283e-08,6.64997519925236702e-03
8,480,blocks/0/attention/query/kernel,71,8.44004830469202716e-08,6.61238515749573708e-03
8,480,blocks/0/attention/query/kernel,72,7.97792836237931624e-08,6.54113292694091797e-03
8,480,blocks/0/attention/query/kernel,73,7.62968497269866930e-08,6.48643728345632553e-03
8,480,blocks/0/attention/query/kernel,74,6.94542734436254250e-08,6.41323067247867584e-03
8,480,blocks/0/attention/query/kernel,75,6.56516263575213088e-08,6.32921885699033737e-03
8,480,blocks/0/attention/query/kernel,76,6.23082314632483758e-08,6.29656296223402023e-03
8,480,blocks/0/attention/query/kernel,77,5.61193047587948968e-08,6.26676110550761223e-03
8,480,blocks/0/attention/query/kernel,78,5.53015730986317067e-08,6.19044015184044838e-03
8,480,blocks/0/attention/query/kernel,79,5.10869639924749208e-08,6.13278476521372795e-03
8,480,blocks/0/attention/query/kernel,80,4.75590162807293382e-08,6.06130575761198997e-03
8,480,blocks/0/attention/query/kernel,81,4.55493882611790468e-08,6.04674872010946274e-03
8,480,blocks/0/attention/query/kernel,82,3.97398309814889217e-08,6.00883178412914276e-03
8,480,blocks/0/attention/query/kernel,83,3.77920521543728682e-08,5.94083871692419052e-03
8,480,blocks/0/attention/query/kernel,84,3.63674814707337646e-08,5.83145068958401680e-03
8,480,blocks/0/attention/query/kernel,85,3.61231471401879389e-08,5.76153723523020744e-03
